,Salary,Born,City,Pr/St,Cntry,Nat,Ht,Wt,DftYr,DftRd,Ovrl,Hand,Last Name,First Name,Position,Team,GP,G,A,A1,A2,PTS,+/-,E+/-,PIM,Shifts,TOI,TOIX,TOI/GP,TOI/GP.1,TOI%,IPP%,SH%,SV%,PDO,F/60,A/60,Pct%,Diff,Diff/60,iCF,iCF.1,iFF,iSF,iSF.1,iSF.2,ixG,iSCF,iRB,iRS,iDS,sDist,sDist.1,Pass,iHF,iHF.1,iHA,iHDf,iMiss,iGVA,iTKA,iBLK,iGVA.1,iTKA.1,iBLK.1,BLK%,iFOW,iFOL,iFOW.1,iFOL.1,FO%,%FOT,dzFOW,dzFOL,nzFOW,nzFOL,ozFOW,ozFOL,FOW.Up,FOL.Up,FOW.Down,FOL.Down,FOW.Close,FOL.Close,OTG,1G,GWG,ENG,PSG,PSA,G.Bkhd,G.Dflct,G.Slap,G.Snap,G.Tip,G.Wrap,G.Wrst,CBar ,Post,Over,Wide,S.Bkhd,S.Dflct,S.Slap,S.Snap,S.Tip,S.Wrap,S.Wrst,iPenT,iPenD,iPENT,iPEND,iPenDf,NPD,Min,Maj,Match,Misc,Game,CF,CA,FF,FA,SF,SA,xGF,xGA,SCF,SCA,GF,GA,RBF,RBA,RSF,RSA,DSF,DSA,FOW,FOL,HF,HA,GVA,TKA,PENT,PEND,OPS,DPS,PS,OTOI,Grit,DAP,Pace,GS,GS/G
79,625000,92-07-25,Brandon,MB,CAN,CAN,72,202,2012.0,2.0,58.0,L,Martinook,Jordan,LW/C,ARI,77,11,14,10,4,25,-8,-10.6,40,1686,72438,1206.1,15.68,15.68,27.5,56.8,8.3,0.905,988.0,2.19,3.33,39.6,-23,-1.14,199.0,199,160.0,109.0,109,109,12.4,47.0,11.0,10.0,21.0,27.2,25.5,222.7,50,50.0,81.0,-31.0,51,21,40,68,21.0,40.0,68.0,5.1,460,577,460.0,577.0,44.4,77.8,227,242,135,202,98,133,143,158,139,187,289,347,0,3,2,1,0,0,0,0,0,4,1,0,6,2,1,7,41,17,0,3,15,7,5,62,20,11,20.0,9.0,-9,-5.9,20,0,0,0,0,959.0,1337.0,742.0,1004.0,529.0,704.0,44.6,72.0,150.0,251.0,44.0,67.0,54.0,80.0,49.0,35.0,103,115,599.0,734.0,483.0,373.0,136.0,106.0,66.0,59.0,0.6,1.1,1.7,3177.67,158,4.5,114.2,19.0,0.25
80,2750000,90-12-01,Ilava,,SVK,SVK,70,185,2009.0,2.0,60.0,L,Tatar,Tomas,LW/C/RW,DET,82,25,21,12,9,46,-8,3.1,26,1922,85004,1395.9,17.28,17.19,29.8,65.7,10.1,0.888,988.0,3.01,2.79,51.9,5,0.21,317.0,321,239.0,163.0,166,166,20.7,77.0,15.0,15.0,30.0,26.8,24.6,203.2,92,89.0,95.0,-6.0,76,38,34,24,38.0,34.0,24.0,2.3,8,5,8.0,5.0,61.5,0.9,1,1,2,1,5,3,2,2,4,1,4,3,0,1,5,0,0,0,1,1,0,5,0,0,18,1,6,5,64,9,5,16,39,6,1,90,13,17,13.0,15.0,4,1.3,13,0,0,0,0,1322.0,1025.0,988.0,800.0,695.0,579.0,67.5,51.2,232.0,165.0,70.0,65.0,32.0,29.0,65.0,68.0,97,97,709.0,685.0,399.0,439.0,193.0,128.0,77.0,81.0,3.9,1.5,5.4,3293.46,142,9.7,100.9,47.6,0.59
81,3400000,92-05-19,Chelyabinsk,,RUS,RUS,74,192,2010.0,1.0,26.0,L,Kuznetsov,Evgeny,C/LW,WSH,82,19,40,23,17,59,18,5.8,46,1667,83410,1385.1,16.95,16.93,30.0,72.0,10.8,0.9259999999999999,1034.0,3.55,1.95,64.6,37,1.6,325.0,325,239.0,170.0,170,170,18.1,78.0,9.0,14.0,23.0,26.7,26.7,374.3,57,57.0,59.0,-2.0,69,59,43,18,59.0,43.0,18.0,1.6,456,581,456.0,581.0,44.0,85.3,102,134,182,218,172,229,122,162,177,219,282,349,0,3,4,1,0,0,2,1,0,5,1,0,10,1,3,9,56,12,3,12,32,5,1,105,23,22,23.0,19.0,-1,0.1,23,0,0,0,0,1433.0,1110.0,1051.0,840.0,761.0,609.0,69.0,53.9,247.0,190.0,82.0,45.0,43.0,53.0,69.0,71.0,112,124,549.0,667.0,398.0,455.0,251.0,183.0,71.0,66.0,4.7,2.1,6.7,3234.73,121,4.3,110.2,59.1,0.72
82,842500,96-04-16,Edmonton,AB,CAN,CAN,73,195,2014.0,1.0,30.0,L,Quenneville,John,C,N.J,12,1,3,2,1,4,1,-0.9,2,224,9863,150.3,13.7,13.31,25.6,66.7,8.6,0.966,1052.0,2.4,0.8,75.0,4,1.6,30.0,35,27.0,18.0,21,21,1.5,6.0,0.0,0.0,0.0,34.2,32.8,7.5,15,15.0,12.0,3.0,10,4,4,7,3.0,4.0,6.0,5.6,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,0,0,3,9,1,0,8,1,2,1.0,1.0,1,0.2,1,0,0,0,0,122.0,107.0,99.0,82.0,70.0,59.0,6.3,5.2,25.0,20.0,6.0,2.0,5.0,3.0,1.0,2.0,6,5,68.0,78.0,60.0,59.0,20.0,17.0,8.0,7.0,0.1,0.3,0.4,437.01,24,19.0,91.4,3.3,0.3
83,5500000,80-09-26,San Francisco,CA,USA,USA,75,219,2000.0,1.0,18.0,L,Orpik,Brooks,D,WSH,79,0,14,6,8,14,32,7.1,48,1748,84306,1401.6,17.78,17.77,31.8,23.0,9.3,0.925,1019.0,2.61,2.18,54.5,10,0.43,181.0,181,126.0,93.0,93,93,3.1,2.0,5.0,15.0,20.0,58.2,52.3,126.3,181,181.0,129.0,52.0,33,36,12,132,36.0,12.0,132.0,10.2,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,36,9,0,0,48,20,9,20.0,6.0,-11,-3.1,18,2,0,0,0,1183.0,1298.0,873.0,955.0,653.0,682.0,51.6,61.7,165.0,206.0,61.0,51.0,30.0,56.0,63.0,67.0,93,123,599.0,614.0,578.0,599.0,215.0,185.0,97.0,74.0,-0.2,5.2,5.0,3001.33,363,10.7,106.2,29.2,0.37
84,575000,91-12-15,Saint-Narcisse,QC,CAN,CAN,69,172,,,,L,Gourde,Yanni,C,T.B,20,6,2,2,0,8,-1,2.8,8,421,18441,306.5,15.37,15.35,26.8,72.7,6.7,0.9079999999999999,976.0,2.15,2.54,45.8,-2,-0.39,54.0,54,42.0,30.0,30,30,3.7,12.0,5.0,2.0,7.0,27.1,29.5,37.9,11,11.0,36.0,-25.0,12,4,12,3,4.0,12.0,3.0,1.3,60,103,60.0,103.0,36.8,62.9,18,30,26,52,16,21,20,34,16,22,36,69,1,1,1,0,0,0,0,0,0,0,1,0,5,0,0,3,9,2,0,0,5,1,0,22,4,7,4.0,3.0,3,-2.8,4,0,0,0,0,299.0,240.0,227.0,194.0,163.0,142.0,12.4,10.4,33.0,31.0,11.0,13.0,14.0,6.0,11.0,9.0,25,15,109.0,150.0,105.0,126.0,36.0,33.0,15.0,22.0,0.7,0.3,1.0,835.19,22,5.8,105.5,11.1,0.56
85,5500000,87-02-25,Muskegon,MI,USA,USA,74,218,2005.0,2.0,42.0,L,Abdelkader,Justin,LW/RW,DET,64,7,14,9,5,21,-20,-3.7,50,1397,63969,1040.9,16.65,16.52,28.3,61.8,6.8,0.909,977.0,1.96,2.59,43.0,-11,-0.63,158.0,160,138.0,102.0,104,104,13.0,49.0,7.0,10.0,17.0,26.8,25.0,237.7,144,140.0,74.0,66.0,36,18,15,27,18.0,14.0,25.0,2.8,5,12,5.0,12.0,29.4,1.8,0,0,1,4,4,8,1,2,2,3,2,10,1,5,1,0,0,0,1,1,1,1,0,0,3,0,0,1,35,6,6,16,11,19,1,45,22,32,20.0,28.0,10,8.6,20,2,0,0,0,916.0,895.0,697.0,671.0,498.0,495.0,48.5,44.3,168.0,151.0,34.0,45.0,24.0,31.0,37.0,45.0,61,76,500.0,471.0,361.0,367.0,143.0,81.0,64.0,74.0,0.1,0.5,0.7,2641.98,223,8.0,104.4,16.1,0.26
86,925000,93-02-25,SAUGUS,MA,USA,USA,70,194,,,,R,Vecchione,Mike,C/RW,PHI,2,0,0,0,0,0,-1,-0.3,0,21,1020,16.9,8.5,8.48,17.1,0.0,0.0,0.9,900.0,0.0,3.55,0.0,-1,-3.55,2.0,2,1.0,1.0,1,1,0.1,1.0,0.0,0.0,0.0,20.0,19.2,0.0,1,1.0,0.0,1.0,0,1,0,1,1.0,0.0,1.0,7.7,8,4,8.0,4.0,66.7,100.0,3,0,3,1,2,3,2,1,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,17.0,13.0,11.0,10.0,9.0,10.0,0.8,0.5,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,8.0,4.0,7.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,-0.1,81.68,2,0.0,106.6,0.2,0.11
87,5750000,88-05-24,Yaroslavl,,RUS,RUS,76,198,2006.0,2.0,54.0,L,Anisimov,Artem,C/LW,CHI,64,22,23,12,11,45,9,-2.7,30,1401,68529,1138.6,17.85,17.83,30.9,66.2,11.8,0.92,1038.0,3.58,2.42,59.6,22,1.16,191.0,191,140.0,105.0,105,105,16.0,68.0,9.0,10.0,19.0,20.7,20.6,232.1,18,18.0,73.0,-55.0,35,16,35,27,16.0,35.0,27.0,2.8,416,506,416.0,506.0,45.1,88.1,86,110,151,188,179,208,91,131,164,191,282,336,1,4,7,1,0,0,1,1,0,2,5,0,13,0,2,7,26,17,1,1,10,14,2,60,15,9,15.0,9.0,-6,-0.2,15,0,0,0,0,1112.0,977.0,793.0,745.0,575.0,576.0,52.1,51.5,173.0,177.0,68.0,46.0,19.0,47.0,48.0,56.0,67,103,459.0,588.0,151.0,401.0,163.0,129.0,60.0,54.0,4.2,1.4,5.6,2544.57,75,3.5,110.1,39.1,0.61
88,715000,93-09-08,Lansing,MI,USA,USA,70,195,2011.0,4.0,99.0,L,Boucher,Reid,C/LW,N.J/NSH/VAN,39,6,4,3,1,10,-6,-5.3,8,621,27909,456.7,11.73,11.79,22.1,58.8,7.0,0.9179999999999999,988.0,2.23,2.5,47.2,-2,-0.26,112.0,113,90.0,69.0,70,70,6.7,25.0,4.0,3.0,7.0,33.0,31.8,61.3,20,18.0,27.0,-9.0,21,8,18,14,8.0,18.0,12.0,3.0,0,1,0.0,1.0,0.0,0.2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,1,0,2,0,2,0,19,9,0,6,4,4,0,47,3,6,3.0,6.0,3,3.8,3,0,0,0,0,446.0,395.0,337.0,320.0,242.0,232.0,20.1,20.9,73.0,72.0,17.0,19.0,11.0,20.0,9.0,25.0,20,45,238.0,206.0,161.0,172.0,68.0,44.0,24.0,23.0,0.5,0.4,0.9,1614.32,42,12.7,110.5,10.8,0.28
89,925000,98-03-31,Boca Raton,FL,USA,USA,75,200,2016.0,1.0,16.0,L,Chychrun,Jakob,D,ARI,68,7,13,5,8,20,-14,-11.3,47,1470,68000,1130.7,16.67,16.65,30.2,52.6,7.6,0.9129999999999999,989.0,2.02,2.87,41.3,-16,-0.85,197.0,197,139.0,86.0,86,86,4.8,8.0,9.0,5.0,14.0,44.1,41.9,130.8,109,109.0,98.0,11.0,53,45,12,99,45.0,12.0,99.0,8.3,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,5,47,6,0,16,1,0,4,59,18,6,16.0,6.0,-12,-4.6,16,1,0,1,0,942.0,1193.0,711.0,917.0,501.0,623.0,41.4,57.0,132.0,186.0,38.0,54.0,44.0,52.0,39.0,45.0,83,97,490.0,526.0,547.0,406.0,148.0,93.0,60.0,59.0,1.6,1.4,3.0,2607.94,256,7.6,113.3,12.0,0.18
90,3250000,85-02-19,Port McNeill,BC,CAN,CAN,76,216,2004.0,3.0,79.0,L,Stoner,Clayton,D,ANA,14,1,2,1,1,3,0,1.4,28,325,14743,245.3,17.55,17.54,32.3,60.0,4.5,0.946,991.0,1.22,1.47,45.5,-1,-0.24,29.0,29,19.0,16.0,16,16,0.6,1.0,0.0,1.0,1.0,47.8,46.9,37.4,35,35.0,26.0,9.0,3,3,2,17,3.0,2.0,17.0,7.7,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,10,4,0,0,2,7,6,5.0,3.0,-1,0.1,4,2,0,1,0,197.0,222.0,148.0,155.0,112.0,111.0,9.7,10.6,31.0,40.0,5.0,6.0,6.0,8.0,12.0,8.0,18,16,135.0,115.0,129.0,85.0,20.0,27.0,16.0,20.0,0.1,0.6,0.7,514.44,82,9.3,102.5,4.3,0.31
91,925000,96-02-07,Windsor,ON,CAN,CAN,76,216,2014.0,1.0,1.0,R,Ekblad,Aaron,D,FLA,68,10,11,4,7,21,-23,-6.5,58,1618,87557,1454.3,21.47,21.44,36.1,42.0,5.8,0.915,973.0,2.06,2.43,45.9,-9,-0.37,408.0,408,296.0,225.0,225,225,12.1,23.0,12.0,10.0,22.0,46.8,43.6,126.0,88,88.0,84.0,4.0,71,58,25,62,58.0,25.0,62.0,5.3,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,1,4,2,0,0,2,1,3,4,63,11,1,108,45,0,0,60,29,17,27.0,12.0,-12,-3.9,29,0,0,0,0,1534.0,1162.0,1163.0,930.0,859.0,692.0,67.3,57.0,186.0,191.0,50.0,59.0,55.0,53.0,65.0,65.0,120,118,675.0,725.0,479.0,470.0,258.0,187.0,95.0,91.0,1.6,1.7,3.4,2574.08,208,3.9,111.2,33.4,0.49
92,825000,91-10-07,Hinsdale,IL,USA,CAN,75,215,2011.0,6.0,160.0,R,Manson,Josh,D,ANA,82,5,12,4,8,17,14,13.1,82,1911,91639,1524.3,18.63,18.62,33.3,28.8,8.5,0.92,1005.0,2.32,2.32,50.0,0,0.0,181.0,181,129.0,88.0,88,88,5.1,10.0,4.0,12.0,16.0,43.5,42.7,75.2,227,227.0,124.0,103.0,41,57,23,79,57.0,23.0,79.0,5.5,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,1,0,1,0,1,3,37,1,0,18,10,3,2,54,32,15,32.0,15.0,-17,-6.5,26,6,0,0,0,1285.0,1426.0,974.0,1084.0,694.0,737.0,68.8,75.4,226.0,263.0,59.0,59.0,64.0,56.0,83.0,67.0,147,123,792.0,688.0,800.0,583.0,239.0,148.0,112.0,99.0,0.6,4.7,5.3,3050.6,394,9.6,106.7,27.3,0.33
93,3575000,89-03-17,Vasteras,,SWE,SWE,73,199,2007.0,1.0,24.0,L,Backlund,Mikael,C,CGY,81,22,31,21,10,53,9,5.6,36,1914,85565,1424.4,17.6,17.6,29.6,67.1,10.2,0.8959999999999999,997.0,3.33,2.82,54.1,12,0.51,338.0,338,272.0,197.0,197,197,20.4,73.0,18.0,31.0,49.0,29.6,28.3,315.7,55,55.0,38.0,17.0,75,49,57,41,49.0,57.0,41.0,3.3,711,768,711.0,768.0,48.1,95.9,310,381,229,226,172,161,212,255,262,246,420,475,2,4,7,0,0,0,2,0,1,1,4,0,14,1,5,11,58,17,4,18,27,15,1,115,14,9,12.0,6.0,-5,-6.1,13,0,0,0,1,1427.0,1226.0,1079.0,917.0,778.0,643.0,70.9,66.4,224.0,238.0,79.0,67.0,57.0,45.0,87.0,63.0,144,108,737.0,806.0,337.0,339.0,219.0,182.0,99.0,84.0,4.1,2.1,6.2,3392.51,132,8.6,111.8,61.5,0.76
94,600000,92-02-25,Orland Park,IL,USA,USA,68,165,2011.0,3.0,66.0,R,Tynan,T.J.,C/RW,CBJ,3,0,0,0,0,0,-1,-0.1,0,34,1347,22.5,7.48,7.48,14.9,0.0,0.0,0.929,929.0,0.0,2.67,0.0,-1,-2.67,7.0,7,5.0,3.0,3,3,0.2,0.0,1.0,0.0,1.0,23.3,27.6,0.0,1,1.0,1.0,0.0,2,0,0,1,0.0,0.0,1.0,4.8,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0.0,0.0,0,0.0,0,0,0,0,0,22.0,21.0,14.0,20.0,9.0,14.0,0.7,0.7,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,17.0,5.0,3.0,10.0,1.0,1.0,1.0,0.0,-0.1,0.0,-0.1,128.16,2,0.0,114.9,0.2,0.06
95,5850000,86-04-29,Anchorage,AK,USA,USA,74,218,2004.0,2.0,60.0,L,Dubinsky,Brandon,C/LW,CBJ,80,12,29,21,8,41,16,-2.8,91,1954,85898,1430.9,17.9,17.89,30.1,63.1,9.2,0.924,1016.0,2.73,2.47,52.4,6,0.25,204.0,203,156.0,115.0,115,115,12.4,48.0,9.0,4.0,13.0,26.6,23.5,367.1,248,248.0,61.0,187.0,41,32,38,60,32.0,38.0,60.0,4.0,770,718,770.0,718.0,51.7,96.1,320,308,245,225,205,185,219,222,255,231,466,427,1,1,5,0,1,1,0,0,0,5,0,0,7,1,1,7,32,16,2,0,34,4,6,53,30,21,26.0,17.0,-9,-6.7,23,5,0,2,0,1333.0,1483.0,969.0,1081.0,709.0,780.0,64.5,76.9,220.0,273.0,65.0,59.0,48.0,65.0,49.0,55.0,97,120,801.0,748.0,611.0,372.0,151.0,136.0,94.0,69.0,2.0,2.1,4.1,3326.55,404,12.4,118.1,39.4,0.49
96,750000,92-03-09,Wheaton,IL,USA,USA,72,187,2011.0,7.0,204.0,L,Dzingel,Ryan,LW/RW/C,OTT,81,14,18,13,5,32,7,1.6,30,1562,69926,1164.9,14.38,14.38,26.1,64.0,8.2,0.934,1016.0,2.58,1.96,56.8,12,0.62,203.0,203,159.0,123.0,123,123,15.5,69.0,15.0,6.0,21.0,23.1,22.0,303.1,71,71.0,82.0,-11.0,36,25,23,21,25.0,23.0,21.0,2.0,9,21,9.0,21.0,30.0,3.0,0,3,3,2,6,16,2,5,3,9,7,12,0,3,1,0,0,0,0,0,1,2,3,1,7,1,3,3,29,11,6,7,17,11,2,69,12,19,12.0,16.0,7,5.4,10,2,0,0,0,1144.0,1062.0,829.0,790.0,607.0,575.0,54.2,47.0,188.0,150.0,50.0,38.0,60.0,40.0,46.0,54.0,106,94,486.0,520.0,508.0,446.0,194.0,110.0,68.0,72.0,1.8,1.6,3.5,3300.53,124,9.4,113.6,31.1,0.38
97,5000000,82-10-30,Trenton,MI,USA,USA,71,190,,,,L,Greene,Andy,D,N.J,66,4,9,6,3,13,-16,-3.0,8,1875,86898,1401.3,21.75,21.64,36.8,28.9,7.5,0.912,986.0,1.93,2.91,39.8,-23,-0.98,185.0,189,134.0,82.0,83,83,4.3,9.0,2.0,3.0,5.0,49.1,46.8,129.7,50,50.0,76.0,-26.0,54,36,26,125,35.0,23.0,121.0,8.7,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,3,0,1,1,52,2,0,28,18,1,0,34,4,6,5.0,4.0,2,5.3,4,0,0,0,0,1068.0,1392.0,830.0,1066.0,604.0,770.0,53.5,69.5,197.0,229.0,45.0,68.0,30.0,36.0,34.0,46.0,64,82,799.0,816.0,389.0,441.0,164.0,142.0,85.0,78.0,0.1,2.5,2.6,2406.18,183,19.0,105.3,14.9,0.23
98,660000,95-09-24,Winnipeg,MB,CAN,CAN,76,213,2014.0,3.0,73.0,R,Lernout,Brett,D,MTL,2,0,0,0,0,0,-1,0.4,0,45,2279,38.0,19.0,18.99,33.0,0.0,5.6,0.857,913.0,1.58,3.16,33.3,-1,-1.58,4.0,4,4.0,3.0,3,3,0.1,0.0,0.0,0.0,0.0,67.7,65.5,0.0,8,8.0,6.0,2.0,1,0,0,3,0.0,0.0,3.0,12.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0.0,0.0,0,0.2,0,0,0,0,0,26.0,25.0,21.0,20.0,18.0,14.0,1.5,1.1,7.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,2,1,23.0,12.0,22.0,18.0,6.0,3.0,0.0,4.0,0.0,0.0,0.0,77.19,11,0.0,80.6,0.3,0.14
99,3000000,88-01-05,Drummondville,QC,CAN,CAN,70,188,2006.0,6.0,177.0,L,Perreault,Mathieu,C/LW,WPG,65,13,32,18,14,45,-11,3.1,30,1356,63525,1036.8,16.28,16.17,29.4,61.6,11.3,0.882,996.0,4.22,3.18,57.0,18,1.04,215.0,218,181.0,133.0,134,134,17.8,67.0,14.0,14.0,28.0,27.8,26.1,260.2,97,96.0,39.0,57.0,50,20,33,26,20.0,33.0,25.0,3.2,97,92,97.0,92.0,51.3,17.9,29,26,29,28,39,38,43,36,21,26,48,44,0,2,3,0,0,0,2,1,2,2,1,0,5,1,3,6,40,12,8,18,19,5,0,72,15,21,14.0,18.0,6,5.0,15,0,0,0,0,1132.0,786.0,881.0,601.0,644.0,468.0,63.7,38.7,207.0,140.0,73.0,55.0,43.0,28.0,71.0,73.0,114,101,528.0,527.0,324.0,314.0,168.0,139.0,58.0,69.0,3.5,0.5,4.0,2490.38,153,8.7,111.0,45.0,0.7
100,2500000,86-12-20,Kindersley,SK,CAN,CAN,72,192,2006.0,7.0,189.0,R,Dorsett,Derek,RW,VAN,14,1,3,2,1,4,-6,0.2,33,221,8343,139.1,9.93,9.93,19.5,80.0,7.2,0.828,901.0,2.16,4.75,31.3,-6,-2.59,33.0,33,26.0,24.0,24,24,1.9,7.0,2.0,3.0,5.0,32.8,31.6,24.4,35,35.0,14.0,21.0,2,1,2,6,1.0,2.0,6.0,5.7,1,0,1.0,0.0,100.0,0.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,4,3,2,2,13,8,4,5.0,6.0,-4,2.0,4,3,0,1,0,115.0,106.0,84.0,76.0,69.0,64.0,5.1,5.3,17.0,23.0,5.0,11.0,6.0,4.0,6.0,6.0,12,10,74.0,67.0,83.0,60.0,19.0,13.0,11.0,10.0,0.2,-0.1,0.1,574.58,77,9.3,95.4,4.9,0.35
101,800000,90-09-12,Burnaby,BC,CAN,CAN,77,202,2008.0,2.0,42.0,L,Wiercioch,Patrick,D,COL,57,4,8,3,5,12,-18,-12.8,23,1286,56999,950.8,16.68,16.68,29.4,57.1,5.2,0.917,969.0,1.33,2.71,32.8,-22,-1.39,137.0,137,86.0,63.0,63,63,2.4,2.0,0.0,3.0,3.0,48.7,46.6,110.5,52,52.0,52.0,0.0,23,15,6,57,15.0,6.0,57.0,6.4,0,0,1.0,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,2,6,15,4,0,26,6,0,2,25,10,5,10.0,4.0,-5,-2.3,9,1,0,0,0,771.0,891.0,569.0,701.0,407.0,521.0,29.9,42.3,82.0,135.0,21.0,43.0,15.0,42.0,31.0,37.0,46,79,438.0,356.0,330.0,291.0,113.0,106.0,47.0,50.0,0.6,0.9,1.5,2280.95,133,6.4,104.9,6.3,0.11
102,925000,96-02-23,Madison,WI,USA,USA,72,177,2014.0,1.0,20.0,R,Schmaltz,Nick,C/LW,CHI,61,6,22,16,6,28,10,-4.0,6,1070,48536,807.9,13.27,13.26,24.7,75.7,9.2,0.943,1034.0,2.75,1.71,61.7,14,1.04,127.0,127,86.0,66.0,66,66,6.7,31.0,5.0,7.0,12.0,32.6,27.1,305.6,20,20.0,62.0,-42.0,20,22,46,27,22.0,46.0,27.0,3.9,84,188,84.0,188.0,30.9,35.9,8,29,32,83,44,76,20,54,39,70,48,124,0,3,0,0,0,0,0,0,0,1,0,0,5,0,0,0,20,3,2,7,6,9,0,39,3,6,3.0,6.0,3,3.9,3,0,0,0,0,741.0,697.0,540.0,523.0,404.0,402.0,30.2,31.5,96.0,104.0,37.0,23.0,20.0,26.0,32.0,39.0,52,65,340.0,418.0,148.0,361.0,135.0,119.0,39.0,38.0,1.5,1.2,2.7,2469.01,53,22.0,106.8,25.8,0.42
103,13800000,88-11-19,Buffalo,NY,USA,USA,71,177,2007.0,1.0,1.0,L,Kane,Patrick,RW/C,CHI,82,34,55,36,19,89,11,-6.5,32,1910,105263,1742.9,21.4,21.35,36.3,78.1,11.2,0.9179999999999999,1030.0,3.92,2.31,63.0,47,1.62,491.0,491,382.0,292.0,292,292,23.1,68.0,7.0,21.0,28.0,27.7,26.4,469.5,28,28.0,130.0,-102.0,90,42,49,15,42.0,49.0,15.0,1.1,7,44,7.0,44.0,13.7,3.3,0,0,0,3,7,41,1,14,2,16,4,30,1,12,5,3,0,0,4,0,2,6,1,1,20,1,8,18,63,41,2,26,32,6,3,182,16,21,16.0,19.0,5,3.3,16,0,0,0,0,1916.0,1394.0,1389.0,1070.0,1020.0,817.0,91.5,69.2,292.0,237.0,114.0,67.0,46.0,65.0,61.0,96.0,107,161,742.0,816.0,260.0,610.0,283.0,211.0,69.0,91.0,8.7,2.1,10.8,3057.71,75,4.8,114.0,89.2,1.09
104,3500000,91-04-01,Toronto,ON,CAN,CAN,72,185,2009.0,3.0,69.0,L,Smith,Reilly,RW/C/LW,FLA,80,15,22,9,13,37,-13,-4.1,17,1948,88096,1460.4,18.35,18.32,30.7,63.8,7.5,0.9059999999999999,981.0,2.38,2.71,46.8,-8,-0.33,287.0,286,212.0,160.0,160,160,16.7,66.0,13.0,18.0,31.0,29.3,26.6,235.0,75,75.0,80.0,-5.0,52,39,49,34,39.0,49.0,34.0,2.8,3,3,3.0,3.0,50.0,0.4,1,2,0,1,2,0,1,0,2,1,1,2,0,3,3,0,0,1,3,0,2,2,4,0,4,1,0,9,42,15,2,35,25,13,1,69,7,9,8.0,9.0,2,0.2,6,1,0,0,0,1440.0,1221.0,1077.0,957.0,774.0,700.0,64.2,60.2,199.0,202.0,58.0,66.0,41.0,41.0,63.0,65.0,104,106,791.0,816.0,395.0,389.0,247.0,178.0,70.0,93.0,1.7,1.4,3.1,3292.76,127,20.7,109.3,42.2,0.53
105,7000000,85-01-01,London,ON,CAN,CAN,75,217,2003.0,1.0,11.0,R,Carter,Jeff,C/RW,L.A,82,32,34,22,12,66,2,2.4,41,1920,88717,1476.3,18.03,18.02,29.9,77.6,9.7,0.9,997.0,3.45,2.6,57.0,21,0.85,468.0,468,358.0,250.0,250,250,25.2,92.0,16.0,26.0,42.0,31.3,28.8,452.6,86,86.0,64.0,22.0,108,46,24,37,46.0,24.0,37.0,3.0,735,680,735.0,680.0,51.9,84.7,231,213,218,201,286,266,219,224,237,189,455,423,4,4,9,2,0,0,1,1,0,8,4,0,18,1,3,6,98,26,1,12,50,16,2,143,19,12,19.0,10.0,-7,-4.4,18,1,0,0,0,1722.0,1219.0,1268.0,918.0,880.0,640.0,84.1,61.0,280.0,207.0,85.0,64.0,73.0,52.0,87.0,70.0,160,122,888.0,782.0,573.0,506.0,233.0,84.0,67.0,87.0,6.7,2.3,9.0,3461.14,165,6.1,119.5,76.3,0.93
