,Salary,Born,City,Pr/St,Cntry,Nat,Ht,Wt,DftYr,DftRd,Ovrl,Hand,Last Name,First Name,Position,Team,GP,G,A,A1,A2,PTS,+/-,E+/-,PIM,Shifts,TOI,TOIX,TOI/GP,TOI/GP.1,TOI%,IPP%,SH%,SV%,PDO,F/60,A/60,Pct%,Diff,Diff/60,iCF,iCF.1,iFF,iSF,iSF.1,iSF.2,ixG,iSCF,iRB,iRS,iDS,sDist,sDist.1,Pass,iHF,iHF.1,iHA,iHDf,iMiss,iGVA,iTKA,iBLK,iGVA.1,iTKA.1,iBLK.1,BLK%,iFOW,iFOL,iFOW.1,iFOL.1,FO%,%FOT,dzFOW,dzFOL,nzFOW,nzFOL,ozFOW,ozFOL,FOW.Up,FOL.Up,FOW.Down,FOL.Down,FOW.Close,FOL.Close,OTG,1G,GWG,ENG,PSG,PSA,G.Bkhd,G.Dflct,G.Slap,G.Snap,G.Tip,G.Wrap,G.Wrst,CBar ,Post,Over,Wide,S.Bkhd,S.Dflct,S.Slap,S.Snap,S.Tip,S.Wrap,S.Wrst,iPenT,iPenD,iPENT,iPEND,iPenDf,NPD,Min,Maj,Match,Misc,Game,CF,CA,FF,FA,SF,SA,xGF,xGA,SCF,SCA,GF,GA,RBF,RBA,RSF,RSA,DSF,DSA,FOW,FOL,HF,HA,GVA,TKA,PENT,PEND,OPS,DPS,PS,OTOI,Grit,DAP,Pace,GS,GS/G
0,925000,97-01-30,Sainte-Marie,QC,CAN,CAN,74,190,2015.0,1.0,18.0,L,Chabot,Thomas,D,OTT,1,0,0,0,0,0,-2,0.0,0,13,429,7.2,7.15,7.16,15.2,0.0,0.0,0.75,750.0,0.0,16.74,0.0,-2,-16.74,2.0,2,2.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,43.0,49.3,0.0,1,1.0,0.0,1.0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,9.0,12.0,8.0,10.0,5.0,8.0,0.5,0.9,2.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,1,2,4.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,-0.2,-0.2,40.03,1,0.0,175.7,-0.4,-0.38
1,2250000,93-12-21,Ottawa,ON,CAN,CAN,74,207,2012.0,1.0,15.0,R,Ceci,Cody,D,OTT,79,2,15,6,9,17,-11,-10.4,20,2418,109992,1826.2,23.2,23.17,39.0,30.4,7.4,0.915,989.0,1.84,2.79,39.7,-29,-0.95,287.0,287,197.0,143.0,143,143,6.1,7.0,7.0,9.0,16.0,52.4,46.3,138.1,111,111.0,154.0,-43.0,54,74,22,159,74.0,22.0,159.0,8.0,1,0,1.0,0.0,100.0,0.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,51,2,0,49,12,0,1,79,10,6,10.0,5.0,-4,2.2,10,0,0,0,0,1433.0,1992.0,1038.0,1423.0,757.0,997.0,62.0,88.8,197.0,280.0,56.0,85.0,68.0,82.0,79.0,94.0,147,176,949.0,939.0,749.0,671.0,284.0,197.0,104.0,98.0,-0.2,3.4,3.2,2850.59,290,13.3,112.5,14.1,0.18
2,8000000,88-04-16,St. Paul,MN,USA,USA,72,218,2006.0,1.0,7.0,R,Okposo,Kyle,RW,BUF,65,19,26,13,13,45,-7,-1.4,24,1443,73983,1229.2,18.97,18.95,33.1,63.4,9.7,0.934,1031.0,3.47,1.95,64.0,31,1.51,283.0,283,212.0,155.0,156,156,17.4,64.0,16.0,20.0,36.0,28.4,26.3,196.8,53,53.0,68.0,-15.0,57,36,26,25,36.0,26.0,25.0,2.4,54,45,54.0,45.0,54.5,7.4,9,6,10,11,35,28,13,10,21,16,37,33,1,5,2,0,0,0,5,2,0,3,0,0,9,0,2,4,51,19,3,3,20,8,2,101,12,10,11.0,8.0,-2,-0.5,12,0,0,0,0,1301.0,1051.0,986.0,826.0,734.0,606.0,70.8,46.4,235.0,133.0,71.0,40.0,60.0,34.0,76.0,52.0,136,86,739.0,600.0,340.0,351.0,168.0,129.0,56.0,70.0,3.7,1.3,5.0,2486.75,102,6.6,114.8,36.8,0.57
3,3500000,92-01-07,Ottawa,ON,CAN,CAN,77,220,2010.0,1.0,3.0,R,Gudbranson,Erik,D,VAN,30,1,5,5,0,6,-14,-5.3,18,765,36603,607.9,20.33,20.31,36.1,37.5,6.2,0.897,959.0,1.58,3.45,31.4,-19,-1.88,88.0,88,55.0,40.0,40,40,1.4,2.0,1.0,4.0,5.0,55.1,51.0,153.0,66,66.0,66.0,0.0,15,23,4,44,23.0,4.0,44.0,7.3,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,18,3,0,0,19,6,7,6.0,6.0,1,2.7,4,2,0,0,0,460.0,605.0,339.0,467.0,259.0,340.0,22.0,33.6,80.0,130.0,16.0,35.0,27.0,20.0,29.0,32.0,56,52,324.0,328.0,198.0,197.0,86.0,59.0,26.0,22.0,0.0,0.4,0.5,1074.41,130,17.5,105.1,5.9,0.2
4,1750000,94-03-29,Toronto,ON,CAN,CAN,76,217,2012.0,1.0,16.0,R,Wilson,Tom,RW,WSH,82,7,12,4,8,19,9,4.1,133,1453,63592,1059.7,12.93,12.93,23.5,61.3,7.8,0.917,995.0,1.76,2.32,43.1,-10,-0.57,166.0,166,118.0,95.0,95,95,9.3,35.0,8.0,10.0,18.0,30.9,26.4,96.3,239,239.0,134.0,105.0,23,21,36,44,21.0,36.0,44.0,4.4,3,7,3.0,7.0,30.0,1.0,1,1,0,2,2,4,3,1,0,3,2,6,0,2,0,1,0,0,0,0,0,0,1,0,6,0,2,1,20,7,2,3,10,11,1,61,44,33,40.0,29.0,-11,-14.3,33,9,0,1,1,766.0,992.0,546.0,720.0,398.0,495.0,33.5,47.5,124.0,159.0,31.0,41.0,30.0,37.0,43.0,53.0,73,90,528.0,490.0,512.0,422.0,157.0,126.0,88.0,68.0,-0.1,1.4,1.3,3459.09,425,8.3,99.5,21.8,0.27
5,1500000,79-05-23,Strathroy,ON,CAN,CAN,70,192,1997.0,6.0,156.0,L,Campbell,Brian,D,CHI,80,5,12,6,6,17,12,0.7,24,1896,88462,1473.7,18.43,18.43,32.4,23.9,9.8,0.9359999999999999,1033.0,2.89,1.91,60.2,24,0.98,171.0,171,110.0,75.0,74,75,4.5,7.0,2.0,3.0,5.0,46.1,41.9,95.7,43,43.0,157.0,-114.0,35,59,11,83,59.0,11.0,83.0,6.5,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2,0,1,6,28,2,0,32,9,1,0,30,12,11,12.0,8.0,-1,5.4,12,0,0,0,0,1356.0,1281.0,971.0,972.0,728.0,730.0,62.9,59.9,210.0,197.0,71.0,47.0,30.0,56.0,58.0,85.0,88,141,570.0,667.0,348.0,707.0,223.0,168.0,76.0,60.0,0.6,3.7,4.3,3069.81,150,4.5,107.4,20.8,0.26
6,950000,90-11-21,Stockholm,,SWE,SWE,71,185,2009.0,2.0,53.0,L,Rodin,Anton,RW,VAN,3,0,1,0,1,1,1,0.3,0,40,1604,26.7,8.92,8.91,19.1,100.0,14.3,1.0,1143.0,2.24,0.0,100.0,1,2.24,5.0,5,3.0,2.0,2,2,0.1,0.0,0.0,0.0,0.0,33.5,38.2,0.0,0,0.0,2.0,-2.0,1,1,2,1,1.0,2.0,1.0,4.3,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0.0,0.0,0,0.0,0,0,0,0,0,17.0,23.0,10.0,15.0,7.0,11.0,0.7,0.5,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2,0,16.0,13.0,1.0,12.0,3.0,4.0,0.0,1.0,0.0,0.1,0.1,113.46,1,0.0,89.8,0.6,0.18
7,842500,93-07-28,Toronto,ON,CAN,CAN,70,183,,,,R,Rodrigues,Evan,LW/C,BUF,30,4,2,2,0,6,-7,-4.1,4,506,23265,388.2,12.93,12.93,23.5,75.0,4.7,0.925,972.0,1.24,2.63,32.0,-9,-1.39,94.0,94,74.0,51.0,51,51,2.8,9.0,1.0,6.0,7.0,37.7,37.6,96.3,12,12.0,20.0,-8.0,23,9,12,12,9.0,12.0,12.0,3.2,104,146,104.0,146.0,41.6,79.4,27,37,37,53,40,56,36,46,39,56,59,90,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,2,21,3,0,7,9,0,1,31,2,8,2.0,6.0,6,3.0,2,0,0,0,0,309.0,379.0,246.0,291.0,170.0,226.0,10.5,17.2,36.0,54.0,8.0,17.0,3.0,13.0,12.0,14.0,15,27,141.0,174.0,192.0,136.0,50.0,30.0,22.0,15.0,0.0,0.2,0.2,1261.25,28,12.0,106.3,6.2,0.21
8,1250000,92-06-14,Scarborough,ON,CAN,CAN,72,214,2010.0,2.0,42.0,R,Smith-Pelly,Devante,RW/C/LW,N.J,53,4,5,2,3,9,-19,-7.9,12,975,42950,717.7,13.57,13.54,24.2,81.8,4.0,0.924,964.0,0.92,2.42,27.5,-18,-1.5,108.0,109,97.0,74.0,76,76,7.8,31.0,4.0,1.0,5.0,26.6,25.4,84.0,94,94.0,53.0,41.0,24,14,17,32,14.0,17.0,32.0,4.4,29,42,29.0,42.0,40.8,11.5,7,9,9,12,13,21,10,18,10,11,17,26,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,3,21,8,0,4,19,8,0,37,6,9,6.0,6.0,3,1.8,6,0,0,0,0,484.0,724.0,380.0,548.0,277.0,384.0,23.8,33.7,74.0,105.0,11.0,29.0,11.0,17.0,13.0,36.0,24,53,286.0,330.0,292.0,240.0,85.0,69.0,47.0,40.0,-0.6,0.3,-0.3,2250.18,138,18.5,101.0,2.0,0.04
9,925000,93-04-27,Petawawa,ON,CAN,CAN,68,178,2011.0,7.0,201.0,L,Peca,Matthew,C,T.B,10,1,1,1,0,2,-3,-2.6,2,159,6867,114.3,11.45,11.44,23.4,100.0,4.4,0.907,952.0,1.05,2.63,28.6,-3,-1.58,24.0,24,17.0,9.0,9,9,0.9,3.0,0.0,1.0,1.0,24.9,28.4,45.8,9,9.0,16.0,-7.0,8,2,0,2,2.0,0.0,2.0,2.2,32,40,32.0,40.0,44.4,74.2,8,10,13,17,11,13,16,14,7,10,18,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,1,1,0,6,1,0,1.0,0.0,-1,-0.9,1,0,0,0,0,103.0,91.0,66.0,73.0,45.0,54.0,2.6,3.7,5.0,11.0,2.0,5.0,3.0,1.0,2.0,4.0,5,5,45.0,52.0,52.0,47.0,15.0,6.0,8.0,7.0,0.0,0.0,0.0,373.48,13,9.0,101.9,2.1,0.21
10,800000,86-07-27,Lively,ON,CAN,CAN,73,195,,,,L,Desjardins,Andrew,LW/C,CHI,46,0,1,0,1,1,-6,0.8,22,607,25948,432.3,9.4,9.4,18.2,10.0,4.8,0.912,959.0,1.39,2.64,34.5,-9,-1.25,84.0,84,59.0,46.0,46,46,4.5,19.0,2.0,4.0,6.0,27.0,26.1,0.0,73,73.0,57.0,16.0,13,10,9,17,10.0,9.0,17.0,3.9,39,30,39.0,30.0,56.5,19.2,19,9,9,12,11,9,12,5,4,10,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1,0,2,3,5,1,34,8,9,8.0,7.0,1,-1.1,6,2,0,0,0,386.0,439.0,272.0,307.0,209.0,215.0,17.4,21.2,51.0,71.0,10.0,19.0,11.0,14.0,19.0,22.0,30,36,164.0,196.0,183.0,229.0,65.0,55.0,19.0,20.0,-1.1,0.1,-1.0,1937.88,114,13.7,114.5,3.7,0.08
11,600000,92-04-09,Ile Bizard,QC,CAN,CAN,74,204,2010.0,3.0,89.0,L,Chaput,Michael,C,VAN,68,4,5,2,3,9,-12,-5.7,29,1115,44970,749.1,11.02,11.02,20.5,56.3,4.7,0.924,971.0,1.28,2.48,34.0,-15,-1.2,113.0,113,80.0,64.0,64,64,6.6,29.0,9.0,5.0,14.0,28.4,24.5,79.0,68,68.0,52.0,16.0,16,14,13,29,14.0,13.0,29.0,4.0,203,182,203.0,182.0,52.7,59.5,61,60,86,70,56,52,74,59,65,68,143,116,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,15,5,5,5,5,4,0,40,13,8,13.0,7.0,-5,-5.9,12,1,0,0,0,611.0,733.0,450.0,555.0,339.0,409.0,22.9,32.5,81.0,102.0,16.0,31.0,18.0,26.0,25.0,23.0,43,49,330.0,317.0,327.0,307.0,71.0,77.0,45.0,38.0,-0.8,0.5,-0.3,2903.93,127,6.8,107.6,5.7,0.08
12,1000000,88-03-17,Brandon,MB,CAN,CAN,72,200,2006.0,3.0,66.0,R,White,Ryan,C,ARI/MIN,65,9,7,4,3,16,-16,-9.0,84,948,41566,692.7,10.65,10.65,20.7,76.2,6.8,0.894,962.0,1.82,3.38,35.0,-18,-1.56,103.0,103,81.0,60.0,60,60,5.5,21.0,7.0,9.0,16.0,32.1,30.5,105.1,187,187.0,69.0,118.0,21,10,11,33,10.0,11.0,33.0,4.7,39,52,39.0,52.0,42.9,14.3,17,23,9,7,13,22,11,20,11,18,29,29,0,0,1,0,0,0,1,0,0,2,2,0,4,0,0,3,18,1,0,7,6,2,0,44,21,7,15.0,7.0,-14,-7.0,12,6,0,3,0,560.0,700.0,421.0,539.0,309.0,368.0,21.3,32.1,63.0,99.0,21.0,39.0,26.0,25.0,30.0,27.0,56,52,320.0,318.0,497.0,300.0,62.0,51.0,43.0,36.0,0.8,0.1,0.9,2649.17,310,16.5,109.1,7.8,0.12
13,925000,96-06-20,Holland Landing,ON,CAN,CAN,73,186,2014.0,1.0,4.0,L,Bennett,Sam,C,CGY,81,13,13,7,6,26,-16,-0.6,75,1613,72839,1212.7,14.98,14.98,26.2,65.0,7.7,0.9059999999999999,983.0,1.98,2.62,43.0,-13,-0.64,215.0,215,169.0,122.0,122,122,13.3,45.0,12.0,19.0,31.0,27.0,26.6,211.4,127,127.0,66.0,61.0,47,25,43,46,25.0,43.0,46.0,4.4,374,437,374.0,437.0,46.1,72.1,115,125,141,163,118,149,118,137,127,159,219,255,0,3,0,1,0,0,0,0,2,1,1,0,9,1,0,9,37,13,0,5,9,16,2,77,33,21,32.0,16.0,-12,-11.9,30,3,0,0,0,1004.0,1048.0,739.0,778.0,519.0,562.0,40.8,46.3,115.0,150.0,40.0,53.0,21.0,28.0,52.0,45.0,73,73,537.0,588.0,426.0,334.0,213.0,175.0,85.0,80.0,0.8,0.8,1.6,3411.7,251,5.7,101.5,21.6,0.27
14,950000,89-04-20,Red Deer,AB,CAN,CAN,72,195,2007.0,4.0,112.0,R,Sceviour,Colton,C/RW,FLA,80,9,15,9,6,24,-16,-6.5,25,1596,70241,1169.7,14.63,14.63,26.0,68.6,6.3,0.9109999999999999,974.0,1.8,2.82,38.9,-20,-1.03,264.0,264,220.0,172.0,172,172,14.5,51.0,17.0,13.0,30.0,31.2,28.7,265.1,108,108.0,93.0,15.0,48,23,40,64,23.0,40.0,64.0,5.8,31,27,31.0,27.0,53.4,5.2,12,10,6,4,13,13,15,10,7,10,18,15,0,2,1,0,0,0,1,0,0,1,0,0,7,0,2,1,45,18,1,24,34,5,9,81,10,12,11.0,7.0,2,-7.4,9,1,0,0,0,962.0,1113.0,740.0,838.0,556.0,619.0,41.5,54.1,123.0,171.0,35.0,55.0,33.0,42.0,51.0,52.0,84,94,543.0,572.0,482.0,360.0,177.0,157.0,66.0,67.0,0.4,0.9,1.3,3327.53,198,16.4,106.4,27.4,0.34
15,680000,94-01-06,Edmonton,AB,CAN,CAN,74,187,2012.0,4.0,105.0,L,Kulak,Brett,D,CGY,21,0,3,2,1,3,-3,-0.4,12,415,17945,299.1,14.25,14.24,27.9,42.9,5.2,0.9209999999999999,973.0,1.4,2.41,36.8,-5,-1.0,53.0,53,30.0,19.0,19,19,1.0,1.0,1.0,4.0,5.0,54.7,46.3,74.4,14,14.0,15.0,-1.0,11,10,4,13,10.0,4.0,13.0,5.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,6,0,0,5,6,1,5.0,0.0,-5,-3.5,6,0,0,0,0,271.0,262.0,187.0,205.0,134.0,152.0,11.7,12.1,36.0,33.0,7.0,12.0,12.0,9.0,15.0,15.0,27,24,128.0,127.0,145.0,115.0,55.0,30.0,22.0,24.0,-0.1,0.4,0.4,771.85,39,3.0,106.9,3.0,0.14
16,590000,92-04-24,Oakville,ON,CAN,CAN,71,183,2011.0,7.0,209.0,L,Wilson,Scott,LW/C,PIT,78,8,18,11,7,26,0,7.8,32,1253,51220,853.5,10.95,10.95,21.7,72.2,7.8,0.9159999999999999,994.0,2.53,2.46,50.7,1,0.07,215.0,214,172.0,127.0,127,127,13.9,52.0,8.0,10.0,18.0,27.0,25.6,249.0,167,167.0,171.0,-4.0,45,11,20,31,11.0,20.0,31.0,3.9,3,0,3.0,0.0,100.0,0.4,0,0,1,0,2,0,1,0,2,0,3,0,0,3,1,0,0,1,3,1,1,0,0,0,3,1,6,4,34,15,2,8,23,13,5,61,9,20,9.0,19.0,11,11.3,6,2,0,1,0,820.0,791.0,624.0,565.0,462.0,419.0,45.0,37.6,152.0,129.0,36.0,35.0,50.0,42.0,37.0,31.0,87,73,391.0,398.0,497.0,545.0,109.0,74.0,44.0,57.0,1.4,0.6,2.0,3086.34,232,31.2,113.3,29.6,0.38
17,650000,91-05-13,St. Catharines,ON,CAN,CAN,74,203,2009.0,3.0,70.0,R,Beck,Taylor,LW,EDM/NYR,5,0,0,0,0,0,-3,-1.4,4,70,2643,44.0,8.82,8.81,17.2,0.0,0.0,0.87,870.0,0.0,4.09,0.0,-3,-4.09,11.0,11,5.0,5.0,5,5,0.3,2.0,0.0,0.0,0.0,23.6,23.3,0.0,5,5.0,6.0,-1.0,0,2,1,0,2.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,2.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,2,0,1.0,0.0,-2,-1.0,2,0,0,0,0,33.0,44.0,20.0,32.0,15.0,23.0,0.9,3.0,4.0,12.0,0.0,3.0,0.0,4.0,1.0,1.0,1,5,19.0,19.0,21.0,20.0,10.0,2.0,3.0,2.0,-0.1,-0.1,-0.2,212.16,9,3.0,104.9,-0.9,-0.18
18,2250000,86-04-28,Ostrava,,CZE,CZE,74,235,2004.0,6.0,180.0,R,Polak,Roman,D,TOR,75,4,7,2,5,11,10,-2.3,65,1817,80643,1339.2,17.83,17.87,32.5,25.0,7.6,0.93,1006.0,1.97,2.46,44.4,-11,-0.49,162.0,164,99.0,62.0,64,64,2.7,3.0,2.0,5.0,7.0,56.5,49.4,76.2,232,232.0,123.0,109.0,38,49,16,133,49.0,16.0,133.0,8.6,0,1,0.0,1.0,0.0,0.1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,0,5,33,2,0,26,23,0,0,13,24,6,23.0,4.0,-18,-13.5,20,3,0,0,1,1085.0,1544.0,837.0,1140.0,577.0,781.0,54.0,75.4,182.0,255.0,44.0,55.0,25.0,46.0,62.0,66.0,87,112,613.0,639.0,676.0,647.0,236.0,231.0,90.0,70.0,0.0,3.2,3.2,2783.42,433,12.4,117.8,11.8,0.16
19,600000,90-10-08,Faribault,MN,USA,USA,76,210,2009.0,4.0,114.0,L,Helgeson,Seth,D,N.J,9,1,0,0,0,1,2,0.4,15,177,7273,121.2,13.47,13.47,26.3,25.0,8.3,0.934,1018.0,1.98,1.98,50.0,0,0.0,11.0,11,8.0,3.0,3,3,0.2,0.0,0.0,0.0,0.0,53.0,44.3,0.0,16,16.0,6.0,10.0,5,0,0,11,0.0,0.0,11.0,9.9,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,2,0,0,0,3,0,3.0,1.0,-3,-1.5,0,3,0,0,0,90.0,111.0,74.0,81.0,48.0,61.0,4.4,5.3,13.0,11.0,4.0,4.0,2.0,8.0,0.0,6.0,2,14,55.0,62.0,63.0,34.0,8.0,5.0,11.0,5.0,0.1,0.5,0.6,340.46,45,0.0,99.5,1.0,0.11
20,5000000,94-03-09,Vancouver,BC,CAN,CAN,73,215,2012.0,1.0,5.0,L,Rielly,Morgan,D,TOR,76,6,21,14,7,27,-20,2.6,21,2335,101089,1669.7,22.05,22.06,37.1,39.7,7.9,0.903,982.0,2.44,3.41,41.7,-27,-0.97,,352,,,171,171,8.7,19.0,,14.0,,51.6,,305.4,46,46.0,112.0,-66.0,78,76,34,120,76.0,34.0,120.0,6.7,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,3,0,1,10,67,3,0,16,81,2,0,68,9,10,9.0,8.0,1,6.6,8,1,0,0,0,1621.0,1786.0,1223.0,1373.0,857.0,975.0,78.8,88.8,288.0,311.0,68.0,95.0,40.0,58.0,89.0,81.0,129,139,938.0,976.0,609.0,711.0,267.0,245.0,84.0,107.0,1.6,1.3,2.9,2832.12,188,10.0,122.4,34.9,0.46
21,5250000,92-06-25,Wilcox,SK,CAN,CAN,70,188,2010.0,1.0,14.0,L,Schwartz,Jaden,LW/C,STL,78,19,36,24,12,55,14,8.7,18,2032,88482,1470.6,18.9,18.89,31.9,65.5,10.2,0.914,1016.0,3.43,2.16,61.3,31,1.26,303.0,303,241.0,179.0,179,179,22.0,80.0,17.0,16.0,33.0,26.2,23.9,360.7,71,71.0,110.0,-39.0,62,29,59,43,29.0,59.0,43.0,3.7,67,73,67.0,73.0,47.9,9.4,13,11,16,19,38,43,20,23,18,23,40,43,1,3,4,2,0,0,3,0,0,0,4,0,12,2,4,3,53,16,4,18,18,19,2,102,9,9,8.0,8.0,0,2.5,9,0,0,0,0,1503.0,1168.0,1108.0,854.0,827.0,618.0,73.8,49.2,239.0,153.0,84.0,53.0,56.0,31.0,57.0,50.0,113,81,780.0,713.0,367.0,479.0,141.0,167.0,65.0,68.0,4.1,2.3,6.4,3146.08,132,14.4,109.0,63.3,0.81
22,925000,96-05-01,Calgary,AB,CAN,SWE,72,190,2014.0,1.0,8.0,R,Nylander,William,C/RW,TOR,81,22,39,23,16,61,-3,7.2,32,1766,77820,1291.4,15.92,15.96,28.5,82.4,9.1,0.9279999999999999,1019.0,3.44,2.04,62.7,30,1.39,361.0,363,284.0,204.0,205,205,19.7,67.0,6.0,21.0,27.0,31.8,29.0,391.4,25,25.0,,,81,30,59,16,30.0,59.0,16.0,1.5,49,73,49.0,73.0,40.2,10.4,9,11,15,29,25,33,19,24,21,21,24,48,0,1,2,1,0,0,1,0,1,6,1,0,13,0,5,13,63,8,1,11,77,12,2,94,16,6,16.0,6.0,-10,-6.6,16,0,0,0,0,1527.0,1091.0,1162.0,841.0,810.0,610.0,82.8,50.4,305.0,170.0,74.0,44.0,42.0,25.0,74.0,56.0,116,81,546.0,630.0,418.0,585.0,210.0,189.0,75.0,78.0,5.7,1.1,6.8,3233.56,73,5.3,121.6,61.0,0.75
23,1600000,90-11-29,Plzen,,CZE,CZE,79,220,,,,R,Sustr,Andrej,D,T.B,80,3,11,5,6,14,-10,-4.8,43,1813,84427,1404.6,17.58,17.58,31.6,35.0,6.5,0.917,982.0,1.71,2.78,38.1,-25,-1.07,164.0,164,119.0,93.0,93,93,3.4,7.0,2.0,6.0,8.0,49.3,46.1,144.5,45,45.0,103.0,-58.0,26,49,18,102,49.0,18.0,102.0,7.2,0,1,0.0,1.0,0.0,0.1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,3,21,2,0,24,10,2,1,54,20,3,21.0,1.0,-17,-12.9,19,1,0,0,0,1115.0,1413.0,854.0,1062.0,616.0,785.0,46.6,64.8,113.0,193.0,40.0,65.0,46.0,51.0,53.0,73.0,99,124,616.0,701.0,515.0,536.0,208.0,140.0,87.0,84.0,0.1,2.4,2.5,3033.39,191,3.3,108.0,14.2,0.18
24,717500,96-11-26,Colorado Springs,CO,USA,USA,77,203,2015.0,2.0,37.0,R,Carlo,Brandon,D,BOS,82,6,10,3,7,16,9,5.3,59,2080,102414,1699.7,20.72,20.75,36.6,22.2,8.5,0.9079999999999999,993.0,2.54,2.89,46.8,-10,-0.35,179.0,179,130.0,88.0,88,88,3.8,5.0,3.0,4.0,7.0,54.5,45.3,68.6,87,87.0,145.0,-58.0,42,42,21,115,42.0,21.0,115.0,7.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,1,0,0,1,0,1,4,37,2,0,30,17,0,0,39,28,5,28.0,7.0,-23,-12.9,27,1,0,0,0,1485.0,1643.0,1138.0,1237.0,845.0,891.0,67.1,74.0,202.0,240.0,72.0,82.0,43.0,48.0,73.0,65.0,116,113,867.0,780.0,611.0,655.0,268.0,226.0,117.0,89.0,0.4,4.8,5.2,2942.85,262,4.0,110.4,24.7,0.3
25,925000,96-05-25,Havirov,,CZE,CZE,72,181,2014.0,1.0,25.0,R,Pastrnak,David,RW/LW,BOS,75,34,36,22,14,70,11,14.8,34,1597,80921,1343.4,17.87,17.92,32.1,71.4,10.8,0.91,1018.0,4.38,2.1,67.6,51,2.28,465.0,465,361.0,262.0,262,262,24.9,80.0,12.0,20.0,32.0,34.4,30.5,392.6,72,72.0,,,99,65,50,32,65.0,50.0,32.0,3.2,2,1,2.0,1.0,66.7,0.2,1,0,0,0,1,1,1,0,1,1,1,1,2,5,6,3,0,0,3,0,6,8,2,0,15,0,4,7,88,26,2,55,50,11,0,117,17,36,15.0,31.0,19,16.5,17,0,0,0,0,1691.0,996.0,1281.0,733.0,906.0,524.0,84.1,43.0,274.0,143.0,98.0,47.0,60.0,30.0,63.0,53.0,123,83,792.0,635.0,364.0,518.0,243.0,177.0,74.0,85.0,8.1,2.2,10.3,2847.67,138,7.2,120.0,89.4,1.19
26,900000,98-03-14,St. Albert,AB,CAN,CAN,71,191,2016.0,1.0,10.0,L,Jost,Tyson,C/LW/RW,COL,6,1,0,0,0,1,-5,-1.5,0,121,5643,94.1,15.68,15.68,26.0,50.0,4.2,0.846,888.0,1.28,5.1,20.0,-6,-3.83,15.0,15,11.0,9.0,9,9,0.9,2.0,1.0,0.0,1.0,27.9,27.8,0.0,3,3.0,7.0,-4.0,2,1,3,3,1.0,3.0,3.0,3.2,28,42,28.0,42.0,40.0,87.5,9,15,11,13,8,14,5,15,6,12,19,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,1,2,0,0,4,0,2,0.0,2.0,2,2.1,0,0,0,0,0,90.0,95.0,65.0,76.0,48.0,52.0,3.2,4.2,10.0,13.0,2.0,8.0,1.0,4.0,3.0,0.0,4,4,34.0,46.0,35.0,17.0,5.0,11.0,3.0,7.0,0.0,-0.1,-0.1,267.39,6,0.0,118.0,0.6,0.1
